# packet size (bytes), encapsulate (Gbit/s), stdev, decapsulate (Gbit/s), stdev
64   4.824  0.0537029 4.295  0.0512348
128  5.743  0.18655   5.476  0.0407922
256  8.556  0.0787655 8.242  0.0750733
512  11.889 0.115017  11.574 0.0839285
1024 14.798 0.211509  14.711 0.232914
1500 16.621 0.281548  16.637 0.215641
2048 17.026 0.142492  16.827 0.0798812
